渠道,库存编码,产品名称,品牌,分类,原始价格,原始币种,美元价格,人民币价格,重量(克),规格,是否有货,库存数量,成分,切工,劲道,口味,商品链接,原始ID,产品大类
ribenyan,,好彩/LuckyStrike Expert Cut 10mg,LuckyStrike/好彩,外国香烟,470.0,JPY,3.2414,21.996,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=41&goods_type=1&ftype=2,216,成品烟
ribenyan,,好彩/LuckyStrike Expert Cut 8mg,LuckyStrike/好彩,外国香烟,470.0,JPY,3.2414,21.996,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=41&goods_type=1&ftype=2,214,成品烟
ribenyan,,好彩/LuckyStrike Expert Cut 1mg 长支 硬盒,LuckyStrike/好彩,外国香烟,470.0,JPY,3.2414,21.996,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=41&goods_type=1&ftype=2,212,成品烟
ribenyan,,好彩/LuckyStrike Expert Cut 6mg,LuckyStrike/好彩,外国香烟,470.0,JPY,3.2414,21.996,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=41&goods_type=1&ftype=2,215,成品烟
ribenyan,,好彩/LuckyStrike 黑色系列 Chillberry 1mg 长支,LuckyStrike/好彩,外国香烟,450.0,JPY,3.1034,21.06,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=41&goods_type=1&ftype=2,220,成品烟
ribenyan,,好彩/LuckyStrike Expert Cut 3mg,LuckyStrike/好彩,外国香烟,470.0,JPY,3.2414,21.996,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=41&goods_type=1&ftype=2,213,成品烟
ribenyan,,万宝路/Marlboro 红 12mg 软盒,Marlboro/万宝路,外国香烟,620.0,JPY,4.2759,29.016,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=47&goods_type=1&ftype=2,133,成品烟
ribenyan,,万宝路/Marlboro 金 硬盒,Marlboro/万宝路,外国香烟,620.0,JPY,4.2759,29.016,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=47&goods_type=1&ftype=2,139,成品烟
ribenyan,,万宝路/Marlboro 中醇 硬盒,Marlboro/万宝路,外国香烟,620.0,JPY,4.2759,29.016,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=47&goods_type=1&ftype=2,144,成品烟
ribenyan,,万宝路/Marlboro 热带 激浪 8mg 硬盒,Marlboro/万宝路,外国香烟,620.0,JPY,4.2759,29.016,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=47&goods_type=1&ftype=2,142,成品烟
ribenyan,,万宝路/Marlboro 金 长支 硬盒,Marlboro/万宝路,外国香烟,620.0,JPY,4.2759,29.016,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=47&goods_type=1&ftype=2,140,成品烟
ribenyan,,万宝路/Marlboro 红 12mg 硬盒,Marlboro/万宝路,外国香烟,620.0,JPY,4.2759,29.016,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=47&goods_type=1&ftype=2,134,成品烟
ribenyan,,万宝路/Marlboro 双爆珠 5mg 硬盒,Marlboro/万宝路,外国香烟,620.0,JPY,4.2759,29.016,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=47&goods_type=1&ftype=2,141,成品烟
ribenyan,,万宝路/Marlboro 薄荷 12mg 硬盒,Marlboro/万宝路,外国香烟,620.0,JPY,4.2759,29.016,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=47&goods_type=1&ftype=2,149,成品烟
ribenyan,,万宝路/Marlboro 清透 混合 ３ＫＳＢ,Marlboro/万宝路,外国香烟,620.0,JPY,4.2759,29.016,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=47&goods_type=1&ftype=2,138,成品烟
ribenyan,,万宝路/Marlboro 黑色 薄荷 8mg 硬盒,Marlboro/万宝路,外国香烟,620.0,JPY,4.2759,29.016,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=47&goods_type=1&ftype=2,143,成品烟
ribenyan,,万宝路/Marlboro 薄荷 8mg 长支 硬盒,Marlboro/万宝路,外国香烟,620.0,JPY,4.2759,29.016,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=47&goods_type=1&ftype=2,147,成品烟
ribenyan,,万宝路/Marlboro 薄荷 8mg 硬盒,Marlboro/万宝路,外国香烟,620.0,JPY,4.2759,29.016,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=47&goods_type=1&ftype=2,146,成品烟
ribenyan,,万宝路/Marlboro 冰爆 超劲 8mg 硬盒,Marlboro/万宝路,外国香烟,620.0,JPY,4.2759,29.016,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=47&goods_type=1&ftype=2,137,成品烟
ribenyan,,万宝路/Marlboro 薄荷 4mg 硬盒,Marlboro/万宝路,外国香烟,620.0,JPY,4.2759,29.016,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=47&goods_type=1&ftype=2,145,成品烟
ribenyan,,万宝路/Marlboro 冰爆 超劲 5mg 硬盒,Marlboro/万宝路,外国香烟,620.0,JPY,4.2759,29.016,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=47&goods_type=1&ftype=2,136,成品烟
ribenyan,,万宝路/Marlboro 冰爆 超劲 1mg 硬盒,Marlboro/万宝路,外国香烟,620.0,JPY,4.2759,29.016,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=47&goods_type=1&ftype=2,135,成品烟
ribenyan,,OSMO 14支 10mg,OSMO/,外国香烟,330.0,JPY,2.2759,15.444,0,14支,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=28&goods_type=1&ftype=2,316,成品烟
ribenyan,,OSMO 薄荷 14支 6mg,OSMO/,外国香烟,330.0,JPY,2.2759,15.444,0,14支,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=28&goods_type=1&ftype=2,317,成品烟
ribenyan,,百乐门/Parliament 9mg KS 硬盒,Parliament/百乐门,外国香烟,580.0,JPY,4.0,27.144,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=39&goods_type=1&ftype=2,184,成品烟
ribenyan,,百乐门/Parliament 9mg 长支 硬盒,Parliament/百乐门,外国香烟,620.0,JPY,4.2759,29.016,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=39&goods_type=1&ftype=2,183,成品烟
ribenyan,,百乐门/Parliament 淡味 6mg KS 硬盒,Parliament/百乐门,外国香烟,580.0,JPY,4.0,27.144,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=39&goods_type=1&ftype=2,187,成品烟
ribenyan,,百乐门/Parliament 淡味 6mg 长支 硬盒,Parliament/百乐门,外国香烟,620.0,JPY,4.2759,29.016,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=39&goods_type=1&ftype=2,188,成品烟
ribenyan,,百乐门/Parliament 超淡 3mg 长支 硬盒,Parliament/百乐门,外国香烟,620.0,JPY,4.2759,29.016,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=39&goods_type=1&ftype=2,186,成品烟
ribenyan,,百乐门/Parliament One 1mg 长支 硬盒,Parliament/百乐门,外国香烟,620.0,JPY,4.2759,29.016,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=39&goods_type=1&ftype=2,189,成品烟
ribenyan,,百乐/Peel Grape (葡萄),Peel/百乐,外国香烟,550.0,JPY,3.7931,25.74,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=38&goods_type=1&ftype=2,340,成品烟
ribenyan,,百乐/Peel Watermelon (西瓜),Peel/百乐,外国香烟,550.0,JPY,3.7931,25.74,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=38&goods_type=1&ftype=2,947,成品烟
ribenyan,,百乐/Peel Orange (橙子),Peel/百乐,外国香烟,550.0,JPY,3.7931,25.74,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=38&goods_type=1&ftype=2,339,成品烟
ribenyan,,百乐/Peel Greek Yogurt (希腊酸奶),Peel/百乐,外国香烟,550.0,JPY,3.7931,25.74,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=38&goods_type=1&ftype=2,1015,成品烟
ribenyan,,百乐/Peel Red Wine (红酒),Peel/百乐,外国香烟,550.0,JPY,3.7931,25.74,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=38&goods_type=1&ftype=2,341,成品烟
ribenyan,,PEPE Organic 18支,PEPE/,外国香烟,540.0,JPY,3.7241,25.272,0,18支,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=29&goods_type=1&ftype=2,267,成品烟
ribenyan,,PEPE Rich Green 18支,PEPE/,外国香烟,500.0,JPY,3.4483,23.4,0,18支,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=29&goods_type=1&ftype=2,268,成品烟
ribenyan,,菲利普莫里斯/PhilipMorris 14mg KS 硬盒,PhilipMorris/菲利普莫里斯,外国香烟,450.0,JPY,3.1034,21.06,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=40&goods_type=1&ftype=2,204,成品烟
ribenyan,,菲利普莫里斯/PhilipMorris 10mg KS 硬盒,PhilipMorris/菲利普莫里斯,外国香烟,450.0,JPY,3.1034,21.06,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=40&goods_type=1&ftype=2,203,成品烟
ribenyan,,菲利普莫里斯/PhilipMorris Purple 1mg 长支 超细 N,PhilipMorris/菲利普莫里斯,外国香烟,450.0,JPY,3.1034,21.06,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=40&goods_type=1&ftype=2,156,成品烟
ribenyan,,菲利普莫里斯/PhilipMorris Purple 5mg KS 硬盒,PhilipMorris/菲利普莫里斯,外国香烟,450.0,JPY,3.1034,21.06,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=40&goods_type=1&ftype=2,205,成品烟
ribenyan,,菲利普莫里斯/PhilipMorris 3mg KS 硬盒,PhilipMorris/菲利普莫里斯,外国香烟,450.0,JPY,3.1034,21.06,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=40&goods_type=1&ftype=2,201,成品烟
ribenyan,,菲利普莫里斯/PhilipMorris 1mg 长支 超细 硬盒 N,PhilipMorris/菲利普莫里斯,外国香烟,450.0,JPY,3.1034,21.06,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=40&goods_type=1&ftype=2,207,成品烟
ribenyan,,菲利普莫里斯/PhilipMorris 薄荷 1mg 长支 硬盒,PhilipMorris/菲利普莫里斯,外国香烟,450.0,JPY,3.1034,21.06,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=40&goods_type=1&ftype=2,155,成品烟
ribenyan,,菲利普莫里斯/PhilipMorris 薄荷 8mg KS 硬盒,PhilipMorris/菲利普莫里斯,外国香烟,450.0,JPY,3.1034,21.06,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=40&goods_type=1&ftype=2,208,成品烟
ribenyan,,菲利普莫里斯/PhilipMorris 1mg 长支 硬盒,PhilipMorris/菲利普莫里斯,外国香烟,450.0,JPY,3.1034,21.06,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=40&goods_type=1&ftype=2,210,成品烟
ribenyan,,菲利普莫里斯/PhilipMorris 6mg KS 硬盒,PhilipMorris/菲利普莫里斯,外国香烟,450.0,JPY,3.1034,21.06,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=40&goods_type=1&ftype=2,200,成品烟
ribenyan,,菲利普莫里斯/PhilipMorris 薄荷 5mg KS 硬盒,PhilipMorris/菲利普莫里斯,外国香烟,450.0,JPY,3.1034,21.06,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=40&goods_type=1&ftype=2,202,成品烟
ribenyan,,PUEBLO Natural 10 19支,PUEBLO/普韦布洛,外国香烟,520.0,JPY,3.5862,24.336,0,19支,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=30&goods_type=1&ftype=2,248,成品烟
ribenyan,,PUEBLO Natural 6 19支,PUEBLO/普韦布洛,外国香烟,520.0,JPY,3.5862,24.336,0,19支,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=30&goods_type=1&ftype=2,247,成品烟
ribenyan,,Republicana Yellow,Republicana/,外国香烟,600.0,JPY,4.1379,28.08,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=126&goods_type=1&ftype=2,969,成品烟
ribenyan,,Republicana Black,Republicana/,外国香烟,600.0,JPY,4.1379,28.08,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=126&goods_type=1&ftype=2,968,成品烟
ribenyan,,Smokin Joes Full Flavor 13mg,Smokin Joes/,外国香烟,580.0,JPY,4.0,27.144,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=122&goods_type=1&ftype=2,937,成品烟
ribenyan,,Smokin Joes Menthol 12mg,Smokin Joes/,外国香烟,580.0,JPY,4.0,27.144,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=122&goods_type=1&ftype=2,940,成品烟
ribenyan,,Smokin Joes Light 12mg,Smokin Joes/,外国香烟,580.0,JPY,4.0,27.144,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=122&goods_type=1&ftype=2,938,成品烟
ribenyan,,Smokin Joes Ultra Light 11mg,Smokin Joes/,外国香烟,580.0,JPY,4.0,27.144,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=122&goods_type=1&ftype=2,939,成品烟
ribenyan,,寿百年/Sobranie Black Russian 7mg,Sobranie/寿百年,外国香烟,1000.0,JPY,6.8966,46.8,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=32&goods_type=1&ftype=2,335,成品烟
ribenyan,,寿百年/Sobranie Cocktail 5mg,Sobranie/寿百年,外国香烟,1000.0,JPY,6.8966,46.8,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=32&goods_type=1&ftype=2,334,成品烟
ribenyan,,TREASURER Executive Black 7mg,TREASURER/,外国香烟,680.0,JPY,4.6897,31.824,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=33&goods_type=1&ftype=2,337,成品烟
ribenyan,,TREASURER Premium Black 10mg,TREASURER/,外国香烟,4000.0,JPY,27.5862,187.2,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=33&goods_type=1&ftype=2,928,成品烟
ribenyan,,Treasurer Luxury Black 8mg,TREASURER/,外国香烟,1500.0,JPY,10.3448,70.2,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=33&goods_type=1&ftype=2,930,成品烟
ribenyan,,TREASURER Premier Gold 8mg,TREASURER/,外国香烟,3800.0,JPY,26.2069,177.84,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=33&goods_type=1&ftype=2,929,成品烟
ribenyan,,VIBES,VIBES/,外国香烟,540.0,JPY,3.7241,25.272,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=34&goods_type=1&ftype=2,246,成品烟
ribenyan,,弗吉尼亚/Virginia S Rose 薄荷 1mg,Virginia/弗吉尼亚,外国香烟,570.0,JPY,3.931,26.676,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=35&goods_type=1&ftype=2,199,成品烟
ribenyan,,弗吉尼亚/Virginia S Sophia 6mg,Virginia/弗吉尼亚,外国香烟,570.0,JPY,3.931,26.676,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=35&goods_type=1&ftype=2,198,成品烟
ribenyan,,弗吉尼亚/Virginia S Sophia 1mg,Virginia/弗吉尼亚,外国香烟,570.0,JPY,3.931,26.676,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=35&goods_type=1&ftype=2,197,成品烟
ribenyan,,WIN 1mg,WIN/,外国香烟,430.0,JPY,2.9655,20.124,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=36&goods_type=1&ftype=2,225,成品烟
ribenyan,,WIN 3mg,WIN/,外国香烟,430.0,JPY,2.9655,20.124,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=36&goods_type=1&ftype=2,226,成品烟
ribenyan,,WIN 5mg,WIN/,外国香烟,430.0,JPY,2.9655,20.124,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=36&goods_type=1&ftype=2,227,成品烟
ribenyan,,中华 硬盒,中华/,外国香烟,630.0,JPY,4.3448,29.484,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=49&goods_type=1&ftype=2,241,成品烟
ribenyan,,中华 软盒,中华/,外国香烟,1050.0,JPY,7.2414,49.14,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=49&goods_type=1&ftype=2,441,成品烟
ribenyan,,中南海 ONE 薄荷 1mg,中南海/,外国香烟,500.0,JPY,3.4483,23.4,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=50&goods_type=1&ftype=2,245,成品烟
ribenyan,,中南海 ONE 1mg,中南海/,外国香烟,520.0,JPY,3.5862,24.336,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=50&goods_type=1&ftype=2,244,成品烟
ribenyan,,中南海 超淡 3mg,中南海/,外国香烟,520.0,JPY,3.5862,24.336,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=50&goods_type=1&ftype=2,242,成品烟
ribenyan,,中南海 淡味 8mg,中南海/,外国香烟,520.0,JPY,3.5862,24.336,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=50&goods_type=1&ftype=2,243,成品烟
ribenyan,,中南海 5mg 长支,中南海/,外国香烟,530.0,JPY,3.6552,24.804,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=50&goods_type=1&ftype=2,336,成品烟
ribenyan,,双喜/DoubleHappiness 薄荷,双喜/DoubleHappiness,外国香烟,470.0,JPY,3.2414,21.996,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=20&goods_type=1&ftype=2,287,成品烟
ribenyan,,双喜/DoubleHappiness 16支 原味,双喜/DoubleHappiness,外国香烟,380.0,JPY,2.6207,17.784,0,16支,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=20&goods_type=1&ftype=2,284,成品烟
ribenyan,,双喜/DoubleHappiness 原味,双喜/DoubleHappiness,外国香烟,470.0,JPY,3.2414,21.996,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=20&goods_type=1&ftype=2,286,成品烟
ribenyan,,双喜/DoubleHappiness 16支 淡味,双喜/DoubleHappiness,外国香烟,380.0,JPY,2.6207,17.784,0,16支,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=20&goods_type=1&ftype=2,285,成品烟
ribenyan,,双喜/DoubleHappiness 淡味,双喜/DoubleHappiness,外国香烟,470.0,JPY,3.2414,21.996,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=20&goods_type=1&ftype=2,288,成品烟
ribenyan,,阿里山 MUSE 5mg 蜜瓜薄荷 硬盒 ,阿里山/,外国香烟,480.0,JPY,3.3103,22.464,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=37&goods_type=1&ftype=2,347,成品烟
ribenyan,,阿里山 MUSE 薄荷&蜜桃双爆珠 5mg,阿里山/,外国香烟,580.0,JPY,4.0,27.144,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=37&goods_type=1&ftype=2,1022,成品烟
ribenyan,,阿里山 景泰典蓝 软盒,阿里山/,外国香烟,800.0,JPY,5.5172,37.44,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=37&goods_type=1&ftype=2,348,成品烟
ribenyan,,阿里山 彩韵 橙味爆珠 7mg,阿里山/,外国香烟,600.0,JPY,4.1379,28.08,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=37&goods_type=1&ftype=2,1021,成品烟
ribenyan,,阿里山 景泰典蓝 中支 硬盒,阿里山/,外国香烟,600.0,JPY,4.1379,28.08,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=37&goods_type=1&ftype=2,131,成品烟
ribenyan,,阿里山 景泰典蓝 硬盒,阿里山/,外国香烟,520.0,JPY,3.5862,24.336,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=37&goods_type=1&ftype=2,349,成品烟
ribenyan,,阿里山 彩韵 蜜瓜爆珠 7mg,阿里山/,外国香烟,600.0,JPY,4.1379,28.08,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=37&goods_type=1&ftype=2,1020,成品烟
ribenyan,,阿里山 MUSE 8mg 硬盒,阿里山/,外国香烟,430.0,JPY,2.9655,20.124,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=37&goods_type=1&ftype=2,346,成品烟
ribenyan,,阿里山 MUSE 4mg 硬盒,阿里山/,外国香烟,430.0,JPY,2.9655,20.124,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=37&goods_type=1&ftype=2,345,成品烟
ribenyan,,黄鹤楼 四季,黄鹤楼/,外国香烟,770.0,JPY,5.3103,36.036,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=125&goods_type=1&ftype=2,948,成品烟
ribenyan,,骆驼/Camel 蓝莓爆珠 Berry Option Ploom用,Camel/骆驼,雪茄,530.0,JPY,3.6552,24.804,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=7&goods_type=2&ftype=3,363,雪茄
ribenyan,,骆驼/Camel 浓原味 Rich Ploom用,Camel/骆驼,雪茄,530.0,JPY,3.6552,24.804,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=7&goods_type=2&ftype=3,368,雪茄
ribenyan,,骆驼/Camel 浓薄荷 Menthol Cold Ploom用,Camel/骆驼,雪茄,530.0,JPY,3.6552,24.804,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=7&goods_type=2&ftype=3,364,雪茄
ribenyan,,骆驼/Camel 麝香葡萄 Menthol Muscat Ploom用,Camel/骆驼,雪茄,530.0,JPY,3.6552,24.804,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=7&goods_type=2&ftype=3,367,雪茄
ribenyan,,骆驼/Camel 蓝莓薄荷 Menthol Berry Ploom用,Camel/骆驼,雪茄,530.0,JPY,3.6552,24.804,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=7&goods_type=2&ftype=3,366,雪茄
ribenyan,,骆驼/Camel 淡原味 Smooth Ploom用,Camel/骆驼,雪茄,530.0,JPY,3.6552,24.804,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=7&goods_type=2&ftype=3,362,雪茄
ribenyan,,骆驼/Camel 淡薄荷 Menthol Fresh Ploom用,Camel/骆驼,雪茄,530.0,JPY,3.6552,24.804,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=7&goods_type=2&ftype=3,365,雪茄
ribenyan,,Evo Tropical Banana Crystal,EVO/,雪茄,580.0,JPY,4.0,27.144,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=51&goods_type=2&ftype=3,359,雪茄
ribenyan,,Evo Tropical Berry Crystal,EVO/,雪茄,580.0,JPY,4.0,27.144,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=51&goods_type=2&ftype=3,360,雪茄
ribenyan,,Evo Sakura Regular,EVO/,雪茄,580.0,JPY,4.0,27.144,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=51&goods_type=2&ftype=3,984,雪茄
ribenyan,,Evo Berry Crystal,EVO/,雪茄,580.0,JPY,4.0,27.144,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=51&goods_type=2&ftype=3,361,雪茄
ribenyan,,Evo Hachimitsu Lemon Crystal,EVO/,雪茄,580.0,JPY,4.0,27.144,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=51&goods_type=2&ftype=3,765,雪茄
ribenyan,,Evo Black Menthol,EVO/,雪茄,580.0,JPY,4.0,27.144,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=51&goods_type=2&ftype=3,763,雪茄
ribenyan,,Evo Deep Regular,EVO/,雪茄,580.0,JPY,4.0,27.144,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=51&goods_type=2&ftype=3,358,雪茄
ribenyan,,Evo Cold Menthol,EVO/,雪茄,580.0,JPY,4.0,27.144,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=51&goods_type=2&ftype=3,357,雪茄
ribenyan,,Evo Fresh Mint,EVO/,雪茄,580.0,JPY,4.0,27.144,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=51&goods_type=2&ftype=3,764,雪茄
ribenyan,,健牌/箭牌/Kent True Berry Boost Hyper专用,Kent/健牌/箭牌,雪茄,520.0,JPY,3.5862,24.336,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=44&goods_type=2&ftype=3,399,雪茄
ribenyan,,健牌/箭牌/Kent True Tobacco Hyper专用,Kent/健牌/箭牌,雪茄,520.0,JPY,3.5862,24.336,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=44&goods_type=2&ftype=3,398,雪茄
ribenyan,,健牌/箭牌/Kent True Rich Tobacco Hyper专用,Kent/健牌/箭牌,雪茄,520.0,JPY,3.5862,24.336,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=44&goods_type=2&ftype=3,401,雪茄
ribenyan,,健牌/箭牌/Kent True Rich Menthol Hyper专用,Kent/健牌/箭牌,雪茄,520.0,JPY,3.5862,24.336,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=44&goods_type=2&ftype=3,402,雪茄
ribenyan,,Kent Neostick Bright Tobacco JW,Kent/健牌/箭牌,雪茄,580.0,JPY,4.0,27.144,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=44&goods_type=2&ftype=3,691,雪茄
ribenyan,,健牌/箭牌/Kent True Menthol Hyper专用,Kent/健牌/箭牌,雪茄,520.0,JPY,3.5862,24.336,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=44&goods_type=2&ftype=3,400,雪茄
ribenyan,,Kent Neostick Smooth Fresh JW,Kent/健牌/箭牌,雪茄,580.0,JPY,4.0,27.144,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=44&goods_type=2&ftype=3,692,雪茄
ribenyan,,Kent Neostick Intensely Fresh JW,Kent/健牌/箭牌,雪茄,580.0,JPY,4.0,27.144,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=44&goods_type=2&ftype=3,693,雪茄
ribenyan,,Kent Neostick Mint Boost XW,Kent/健牌/箭牌,雪茄,550.0,JPY,3.7931,25.74,0,,True,0,,,,,https://ribenyan.com/index.php?m=goods&a=list&brand=44&goods_type=2&ftype=3,694,雪茄
